step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
341,78042,682,0.014104327896203408,0.5,0.5,,,,,,,,,
342,78284,684,0.016648678521224702,0.5,0.5,,,,,,,,,
343,78510,686,0.014388448399829567,0.5,0.5,,,,,,,,,
344,78736,688,0.018554366745626428,0.5,0.5,,,,,,,,,
345,78978,690,0.01338989066582698,0.5,0.5,0.01580421023609491,0.0,0.0,,,,,,
346,79204,692,0.020197001741570846,0.5,0.5,,,,,,,,,
347,79430,694,0.01754830176484449,1.0,1.0,,,,,,,,,
348,79656,696,0.015380966551926738,0.0,0.0,,,,,,,,,
349,79914,698,0.014598548384084037,0.5,0.5,,,,,,,,,
350,80140,700,0.014021487294656404,0.5,0.5,,,,,,,,,
351,80382,702,0.013819771189901797,0.0,0.0,,,,,,,,,
352,80624,704,0.01595102206822634,0.5,0.5,,,,,,,,,
353,80850,706,0.016065208539553295,0.0,0.0,0.01645031084869123,1.0,1.0,,,,,,
354,81092,708,0.015491969396028942,1.0,1.0,,,,,,,,,
355,81334,710,0.01520343852096633,0.0,0.0,,,,,,,,,
356,81560,712,0.018769031531727133,0.0,0.0,,,,,,,,,
357,81786,714,0.016135076153270388,0.0,0.0,,,,,,,,,
358,82012,716,0.0175532729352297,0.5,0.5,,,,,,,,,
359,82238,718,0.017685259912542065,0.0,0.0,,,,,,,,,
360,82480,720,0.01576054592198736,0.0,0.0,,,,,,,,,
361,82722,722,0.0202842741078113,0.5,0.5,0.013616398078256849,0.5,0.5,,,,,,
362,82932,724,0.016294805169661766,0.0,0.0,,,,,,,,,
363,83190,726,0.013308161951741088,1.0,1.0,,,,,,,,,
364,83416,728,0.01677423758535504,0.5,0.5,,,,,,,,,
365,83642,730,0.018716054806584254,0.5,0.5,,,,,,,,,
366,83884,732,0.010684894418426372,1.0,1.0,,,,,,,,,
367,84110,734,0.012953722665293307,1.0,1.0,,,,,,,,,
368,84336,736,0.020085413643897727,0.0,0.0,,,,,,,,,
369,84562,738,0.015605583473439124,0.5,0.5,0.014321787543785065,0.5,0.5,,,,,,
370,84756,740,0.01631883234492316,0.0,0.0,,,,,,,,,
371,84998,742,0.017273382540552863,0.0,0.0,,,,,,,,,
372,85240,744,0.017346709656588355,0.5,0.5,,,,,,,,,
373,85466,746,0.018950646555008676,0.5,0.5,,,,,,,,,
374,85692,748,0.01853303631392723,0.0,0.0,,,,,,,,,
375,85918,750,0.01632673040196157,0.0,0.0,,,,,,,,,
376,86144,752,0.012224461798908773,0.5,0.5,,,,,,,,,
377,86370,754,0.017143376839651645,1.0,1.0,0.01930887291547172,0.5,0.5,,,,,,
378,86596,756,0.014420956032815667,0.5,0.5,,,,,,,,,
379,86838,758,0.013479065332523832,0.5,0.5,,,,,,,,,
380,87080,760,0.013158241985986823,1.0,1.0,,,,,,,,,
381,87306,762,0.012157088434814261,0.0,0.0,,,,,,,,,
382,87532,764,0.015743021596855006,1.0,1.0,,,,,,,,,
383,87758,766,0.015833336407125382,1.0,1.0,,,,,,,,,
384,88000,768,0.01560464141014369,0.5,0.5,,,,,,,,,
385,88226,770,0.024593926226593257,0.0,0.0,0.015918703609478085,0.5,0.5,,,,,,
386,88452,772,0.016903172542713642,0.5,0.5,,,,,,,,,
387,88678,774,0.017672733061968454,0.5,0.5,,,,,,,,,
388,88920,776,0.0196596639810347,0.0,0.0,,,,,,,,,
389,89146,778,0.013917280215608712,1.0,1.0,,,,,,,,,
390,89372,780,0.019301208047891823,0.0,0.0,,,,,,,,,
391,89598,782,0.014620611621348823,0.0,0.0,,,,,,,,,
392,89824,784,0.0166154773558414,0.5,0.5,,,,,,,,,
393,90050,786,0.016340678661048175,0.5,0.5,0.015541298516120692,1.0,1.0,,,,,,
394,90292,788,0.01660323083133068,1.0,1.0,,,,,,,,,
395,90518,790,0.0174385298399927,0.0,0.0,,,,,,,,,
396,90744,792,0.017747638395520234,0.5,0.5,,,,,,,,,
397,90970,794,0.016909042842870484,0.5,0.5,,,,,,,,,
398,91212,796,0.019413934738534644,0.0,0.0,,,,,,,,,
399,91422,798,0.018946365367404003,1.0,1.0,,,,,,,,,
400,91648,800,0.016326216242556545,0.5,0.5,,,,,,,,,
401,91874,802,0.01919709438486438,0.0,0.0,0.01457409102917931,1.0,1.0,,,,,,
402,92100,804,0.021483404094637375,0.0,0.0,,,,,,,,,
403,92342,806,0.013004264747958409,1.0,1.0,,,,,,,,,
404,92568,808,0.018710945245580035,1.0,1.0,,,,,,,,,
405,92810,810,0.015310291906282827,0.5,0.5,,,,,,,,,
406,93036,812,0.01560443494421031,0.5,0.5,,,,,,,,,
407,93246,814,0.014154436815865359,1.0,1.0,,,,,,,,,
408,93456,816,0.018594521983047594,0.0,0.0,,,,,,,,,
409,93682,818,0.016374391517025823,0.5,0.5,0.020032120372500375,0.0,0.0,,,,,,
410,93908,820,0.01787716136989549,0.5,0.5,,,,,,,,,
411,94134,822,0.0143399401895457,1.0,1.0,,,,,,,,,
412,94360,824,0.013865765072260396,0.5,0.5,,,,,,,,,
413,94586,826,0.01834495975059977,0.5,0.5,,,,,,,,,
414,94812,828,0.013064083979434064,0.5,0.5,,,,,,,,,
415,95054,830,0.014701552396182243,0.5,0.5,,,,,,,,,
416,95280,832,0.01237657335474702,1.0,1.0,,,,,,,,,
417,95490,834,0.021378979180809207,1.0,1.0,0.016072487801957514,0.5,0.5,,,,,,
418,95716,836,0.015638505814031457,0.5,0.5,,,,,,,,,
419,95942,838,0.019557077339830253,0.0,0.0,,,,,,,,,
420,96168,840,0.016381229199114743,0.5,0.5,,,,,,,,,
421,96378,842,0.020888159455281725,0.0,0.0,,,,,,,,,
422,96620,844,0.017487161647824313,0.5,0.5,,,,,,,,,
423,96846,846,0.017736148100381814,1.0,1.0,,,,,,,,,
424,97088,848,0.014032414519157665,0.5,0.5,,,,,,,,,
425,97330,850,0.013948255625021583,1.0,1.0,0.014800557290154217,0.5,0.5,,,,,,
426,97556,852,0.01889501037384189,0.0,0.0,,,,,,,,,
427,97782,854,0.01776204756282252,0.0,0.0,,,,,,,,,
428,98008,856,0.01977221676803533,0.5,0.5,,,,,,,,,
429,98234,858,0.014438192407461211,0.0,0.0,,,,,,,,,
430,98476,860,0.015247748549637048,0.0,0.0,,,,,,,,,
431,98702,862,0.016626878681439725,0.5,0.5,,,,,,,,,
432,98928,864,0.016498441853529163,0.0,0.0,,,,,,,,,
433,99154,866,0.015923024521680134,0.5,0.5,0.014558162302763439,0.0,0.0,,,,,,
434,99380,868,0.017990589027561572,0.0,0.0,,,,,,,,,
435,99542,870,0.01571835342019135,0.5,0.5,,,,,,,,,
436,99752,872,0.019362319490165217,1.0,1.0,,,,,,,,,
437,99978,874,0.016971668516454975,0.5,0.5,,,,,,,,,
438,100204,876,0.0176826001803724,0.5,0.5,,,,,,,,,
439,100430,878,0.017411147035802266,1.0,1.0,,,,,,,,,
440,100672,880,0.015854642062714246,0.5,0.5,,,,,,,,,
441,100882,882,0.016022399202545425,0.5,0.5,0.01851210841519846,0.5,0.5,,,,,,
442,101124,884,0.016967457603778362,0.5,0.5,,,,,,,,,
443,101350,886,0.015429744275067186,0.5,0.5,,,,,,,,,
444,101592,888,0.019467277023175543,0.5,0.5,,,,,,,,,
445,101818,890,0.016243467123760052,1.0,1.0,,,,,,,,,
446,102060,892,0.01412197681289313,0.0,0.0,,,,,,,,,
447,102302,894,0.019211342997802625,0.0,0.0,,,,,,,,,
448,102528,896,0.015144400788972515,1.0,1.0,,,,,,,,,
449,102754,898,0.022252383912607022,0.0,0.0,0.015010950277947537,0.5,0.5,,,,,,
450,102980,900,0.015187622391325983,1.0,1.0,,,,,,,,,
451,103222,902,0.01837357352672619,0.0,0.0,,,,,,,,,
452,103448,904,0.01954306414808133,0.0,0.0,,,,,,,,,
453,103690,906,0.016841491779987387,1.0,1.0,,,,,,,,,
454,103916,908,0.016730199824755373,0.5,0.5,,,,,,,,,
455,104142,910,0.017380846505128167,1.0,1.0,,,,,,,,,
456,104384,912,0.018327323731739124,0.0,0.0,,,,,,,,,
457,104626,914,0.017711317034970413,0.5,0.5,0.017942663090261463,0.0,0.0,,,,,,
458,104852,916,0.019966769616738746,1.0,1.0,,,,,,,,,
459,105078,918,0.012538667760441487,1.0,1.0,,,,,,,,,
460,105304,920,0.015758595704773126,1.0,1.0,,,,,,,,,
461,105530,922,0.016308838791180776,0.5,0.5,,,,,,,,,
462,105756,924,0.014491794008261786,1.0,1.0,,,,,,,,,
463,105998,926,0.014438767039275536,1.0,1.0,,,,,,,,,
464,106240,928,0.01629924084350073,1.0,1.0,,,,,,,,,
465,106466,930,0.018528805188746975,0.5,0.5,0.017769406403121822,0.5,0.5,,,,,,
466,106708,932,0.01655323329134336,0.5,0.5,,,,,,,,,
467,106934,934,0.01924545108496085,0.5,0.5,,,,,,,,,
468,107160,936,0.023299473233309657,0.0,0.0,,,,,,,,,
469,107386,938,0.021315089601641506,0.0,0.0,,,,,,,,,
470,107612,940,0.02425833606076865,0.0,0.0,,,,,,,,,
471,107854,942,0.01577563686777395,0.5,0.5,,,,,,,,,
472,108096,944,0.01612020986735387,0.5,0.5,,,,,,,,,
473,108338,946,0.01492215004054556,0.0,0.0,0.0172698020944675,0.5,0.5,,,,,,
474,108580,948,0.018966249939951142,0.5,0.5,,,,,,,,,
475,108806,950,0.016479664975818615,0.5,0.5,,,,,,,,,
476,109032,952,0.01543307545588296,0.5,0.5,,,,,,,,,
477,109274,954,0.01580319300612783,0.5,0.5,,,,,,,,,
478,109516,956,0.013098132610631556,0.5,0.5,,,,,,,,,
479,109758,958,0.013632728581509324,0.0,0.0,,,,,,,,,
480,110016,960,0.01475860899691251,1.0,1.0,,,,,,,,,
481,110258,962,0.019556678083458047,0.0,0.0,0.016417375968977053,1.0,1.0,,,,,,
482,110484,964,0.01275057678216167,0.5,0.5,,,,,,,,,
483,110726,966,0.015194866775356293,1.0,1.0,,,,,,,,,
484,110968,968,0.015181698006961024,0.5,0.5,,,,,,,,,
485,111210,970,0.015791403811220815,0.0,0.0,,,,,,,,,
486,111436,972,0.016834944125907175,0.5,0.5,,,,,,,,,
487,111678,974,0.01984104727350721,0.0,0.0,,,,,,,,,
488,111920,976,0.014663122928341177,0.5,0.5,,,,,,,,,
489,112146,978,0.01566171663586569,0.5,0.5,0.014875335763132665,0.5,0.5,,,,,,
490,112356,980,0.019384711019095335,0.5,0.5,,,,,,,,,
491,112582,982,0.014452553374891307,0.0,0.0,,,,,,,,,
492,112808,984,0.015427483442800705,0.0,0.0,,,,,,,,,
493,113050,986,0.017818363064779283,0.5,0.5,,,,,,,,,
494,113292,988,0.017105300837846442,1.0,1.0,,,,,,,,,
495,113518,990,0.01747192253388932,0.5,0.5,,,,,,,,,
496,113744,992,0.01595177552585323,0.0,0.0,,,,,,,,,
497,113954,994,0.021041928049141127,1.0,1.0,0.012357511514529927,0.5,0.5,,,,,,
498,114180,996,0.020821751981695176,0.0,0.0,,,,,,,,,
499,114406,998,0.016087520150339818,1.0,1.0,,,,,,,,,
500,114648,1000,0.013714913067657923,0.0,0.0,,,,,,,,,
501,114874,1002,0.014567957384144585,0.5,0.5,,,,,,,,,
502,115100,1004,0.020213456542792062,0.5,0.5,,,,0.5239999890327454,0.0,0.0,0.5195971518378344,0.4827498453033826,0.0
503,115326,1006,0.020748280992045145,0.5,0.5,,,,,,,,,
504,115568,1008,0.014625024116730225,1.0,1.0,,,,,,,,,
505,115778,1010,0.021177933147174362,0.5,0.5,0.019349081878162647,0.5,0.5,,,,,,
506,116020,1012,0.012937653469432228,1.0,1.0,,,,,,,,,
507,116262,1014,0.014382984562535759,0.5,0.5,,,,,,,,,
508,116504,1016,0.017866345440243445,0.5,0.5,,,,,,,,,
509,116714,1018,0.021161014538522753,0.0,0.0,,,,,,,,,
510,116956,1020,0.01455680721746208,0.5,0.5,,,,,,,,,
511,117198,1022,0.011366873585112524,1.0,1.0,,,,,,,,,
512,117424,1024,0.015463444782668607,0.0,0.0,,,,,,,,,
513,117650,1026,0.01503408462659831,0.0,0.0,0.012821048084054331,0.5,0.5,,,,,,
514,117876,1028,0.019408755553760176,0.0,0.0,,,,,,,,,
515,118086,1030,0.01686439874108112,1.0,1.0,,,,,,,,,
516,118312,1032,0.015044475547864014,0.5,0.5,,,,,,,,,
517,118538,1034,0.01887796146594293,0.0,0.0,,,,,,,,,
518,118764,1036,0.017642660205909686,0.5,0.5,,,,,,,,,
519,119006,1038,0.01412368948669767,0.0,0.0,,,,,,,,,
520,119232,1040,0.01564019380345375,1.0,1.0,,,,,,,,,
521,119474,1042,0.01808647205504058,1.0,1.0,0.014498204779630946,0.5,0.5,,,,,,
522,119700,1044,0.01975622052692552,0.0,0.0,,,,,,,,,
523,119942,1046,0.014502348801734427,1.0,1.0,,,,,,,,,
524,120168,1048,0.012949790038257105,0.5,0.5,,,,,,,,,
525,120394,1050,0.01650064567088021,0.5,0.5,,,,,,,,,
526,120620,1052,0.013870250693031456,1.0,1.0,,,,,,,,,
527,120846,1054,0.014428486202417615,0.5,0.5,,,,,,,,,
528,121088,1056,0.0163199069063232,0.0,0.0,,,,,,,,,
529,121314,1058,0.014473014736016135,0.0,0.0,0.012338815723655831,0.5,0.5,,,,,,
530,121556,1060,0.016030368004817705,0.5,0.5,,,,,,,,,
531,121782,1062,0.016012490231716303,0.5,0.5,,,,,,,,,
532,121992,1064,0.01371771185310271,1.0,1.0,,,,,,,,,
533,122234,1066,0.014914487649068282,0.5,0.5,,,,,,,,,
534,122476,1068,0.01256460365910461,0.0,0.0,,,,,,,,,
535,122718,1070,0.015698126758919198,0.5,0.5,,,,,,,,,
536,122976,1072,0.013249526164697297,1.0,1.0,,,,,,,,,
537,123218,1074,0.010424072272206519,1.0,1.0,0.017314358236249366,0.5,0.5,,,,,,
538,123444,1076,0.015177876638789922,0.5,0.5,,,,,,,,,
539,123670,1078,0.012471662704851656,0.5,0.5,,,,,,,,,
540,123912,1080,0.015572378949187112,0.5,0.5,,,,,,,,,
541,124154,1082,0.015074016161731011,0.0,0.0,,,,,,,,,
542,124380,1084,0.013715415847886145,0.5,0.5,,,,,,,,,
543,124622,1086,0.01877397994125034,0.0,0.0,,,,,,,,,
544,124864,1088,0.01419681137177909,0.0,0.0,,,,,,,,,
545,125090,1090,0.017499929844149643,0.5,0.5,0.01983020598886891,1.0,1.0,,,,,,
546,125316,1092,0.015619384214892479,0.5,0.5,,,,,,,,,
547,125526,1094,0.01569528498710959,0.0,0.0,,,,,,,,,
548,125736,1096,0.020506077098363776,0.0,0.0,,,,,,,,,
549,125962,1098,0.015032707716062188,0.5,0.5,,,,,,,,,
550,126188,1100,0.013981500720457023,0.5,0.5,,,,,,,,,
551,126414,1102,0.015162914553449536,0.5,0.5,,,,,,,,,
552,126640,1104,0.015175306204741569,0.0,0.0,,,,,,,,,
553,126866,1106,0.017845195663611754,0.5,0.5,0.016798394643310646,0.5,0.5,,,,,,
554,127092,1108,0.014344264340714381,1.0,1.0,,,,,,,,,
555,127286,1110,0.01260650826613204,0.0,0.0,,,,,,,,,
556,127464,1112,0.012867460624203486,0.5,0.5,,,,,,,,,
557,127706,1114,0.018542508269483494,0.5,0.5,,,,,,,,,
558,127948,1116,0.01727425337532693,1.0,1.0,,,,,,,,,
559,128190,1118,0.016330701713871812,0.5,0.5,,,,,,,,,
560,128432,1120,0.016063641675715865,0.5,0.5,,,,,,,,,
561,128658,1122,0.02008771508778825,0.5,0.5,0.015482402777239982,1.0,1.0,,,,,,
562,128900,1124,0.012901419895370256,0.5,0.5,,,,,,,,,
563,129142,1126,0.016100531068613373,0.5,0.5,,,,,,,,,
564,129368,1128,0.0152401354785868,0.5,0.5,,,,,,,,,
565,129594,1130,0.017696134686402628,0.5,0.5,,,,,,,,,
566,129820,1132,0.016865644509072252,0.5,0.5,,,,,,,,,
567,130046,1134,0.014187719159036879,0.5,0.5,,,,,,,,,
568,130272,1136,0.01697714174254988,0.5,0.5,,,,,,,,,
569,130498,1138,0.01873600145369683,0.0,0.0,0.014342307439477215,0.5,0.5,,,,,,
570,130692,1140,0.013630594761549533,0.0,0.0,,,,,,,,,
571,130918,1142,0.014933791810110742,0.0,0.0,,,,,,,,,
572,131144,1144,0.01562121700638103,1.0,1.0,,,,,,,,,
573,131386,1146,0.014571288436514599,0.5,0.5,,,,,,,,,
574,131612,1148,0.01564107888469116,0.0,0.0,,,,,,,,,
575,131838,1150,0.018393168397002373,0.0,0.0,,,,,,,,,
576,132064,1152,0.017528588252894883,0.5,0.5,,,,,,,,,
577,132290,1154,0.014127225014945373,0.5,0.5,0.01704579354885652,0.0,0.0,,,,,,
578,132532,1156,0.013599198365876227,0.5,0.5,,,,,,,,,
579,132774,1158,0.01622641592951495,1.0,1.0,,,,,,,,,
580,133000,1160,0.016011655102119406,0.5,0.5,,,,,,,,,
581,133226,1162,0.015886938217318423,0.5,0.5,,,,,,,,,
582,133468,1164,0.013681897521745368,0.5,0.5,,,,,,,,,
583,133694,1166,0.01242203401308598,1.0,1.0,,,,,,,,,
584,133904,1168,0.01788644417313629,0.0,0.0,,,,,,,,,
585,134162,1170,0.01312585222501787,1.0,1.0,0.0181865614611519,0.5,0.5,,,,,,
586,134372,1172,0.017669071682820444,0.5,0.5,,,,,,,,,
587,134598,1174,0.018505303759217433,0.0,0.0,,,,,,,,,
588,134824,1176,0.015407032034658806,0.5,0.5,,,,,,,,,
589,135050,1178,0.017824077201702742,0.0,0.0,,,,,,,,,
590,135292,1180,0.016483558747154896,0.0,0.0,,,,,,,,,
591,135502,1182,0.01592307857543583,0.0,0.0,,,,,,,,,
592,135712,1184,0.019065098612838918,0.5,0.5,,,,,,,,,
593,135938,1186,0.015787422645763684,0.5,0.5,0.014960253839493464,0.5,0.5,,,,,,
594,136164,1188,0.016468728736086728,1.0,1.0,,,,,,,,,
595,136390,1190,0.01715367527583705,0.5,0.5,,,,,,,,,
596,136616,1192,0.0187272312490678,0.5,0.5,,,,,,,,,
597,136842,1194,0.018855410706519273,0.5,0.5,,,,,,,,,
598,137068,1196,0.01795727192292725,0.5,0.5,,,,,,,,,
599,137278,1198,0.012478709200075952,1.0,1.0,,,,,,,,,
600,137536,1200,0.017132348667071143,0.0,0.0,,,,,,,,,
601,137762,1202,0.016769856234116455,1.0,1.0,0.015313366597788917,1.0,1.0,,,,,,
602,138004,1204,0.015057793041035685,0.5,0.5,,,,,,,,,
603,138246,1206,0.014179379744092165,1.0,1.0,,,,,,,,,
604,138488,1208,0.015488067193713298,0.5,0.5,,,,,,,,,
605,138714,1210,0.014350444586508452,1.0,1.0,,,,,,,,,
606,138972,1212,0.01166504964358334,1.0,1.0,,,,,,,,,
607,139198,1214,0.016170723702455647,0.0,0.0,,,,,,,,,
608,139440,1216,0.014120395183546582,0.5,0.5,,,,,,,,,
609,139682,1218,0.0143430518139162,1.0,1.0,0.013585270271713825,0.5,0.5,,,,,,
610,139908,1220,0.018161990962085293,1.0,1.0,,,,,,,,,
611,140134,1222,0.011744504332538914,1.0,1.0,,,,,,,,,
612,140360,1224,0.01478504965608854,0.5,0.5,,,,,,,,,
613,140602,1226,0.020285247021599503,0.0,0.0,,,,,,,,,
614,140844,1228,0.012740936537197075,0.5,0.5,,,,,,,,,
615,141070,1230,0.015550886449730225,0.5,0.5,,,,,,,,,
616,141312,1232,0.013398345174678408,1.0,1.0,,,,,,,,,
617,141506,1234,0.014657296766957234,0.5,0.5,0.021944387002622828,0.0,0.0,,,,,,
618,141732,1236,0.012518679575266358,1.0,1.0,,,,,,,,,
619,141942,1238,0.01583856525041347,0.5,0.5,,,,,,,,,
620,142184,1240,0.01614765755716074,1.0,1.0,,,,,,,,,
621,142410,1242,0.016561765624538385,0.5,0.5,,,,,,,,,
622,142636,1244,0.02139451981113625,0.0,0.0,,,,,,,,,
623,142846,1246,0.01496934617770063,0.5,0.5,,,,,,,,,
624,143072,1248,0.017192982360457625,0.5,0.5,,,,,,,,,
625,143298,1250,0.019980633263937918,0.5,0.5,0.01769839996572285,0.5,0.5,,,,,,
626,143524,1252,0.015005807663735448,1.0,1.0,,,,,,,,,
627,143766,1254,0.01681743078889403,0.5,0.5,,,,,,,,,
628,143992,1256,0.01650678690956175,0.0,0.0,,,,,,,,,
629,144218,1258,0.017442627095659358,1.0,1.0,,,,,,,,,
630,144428,1260,0.016261673403128396,0.5,0.5,,,,,,,,,
631,144670,1262,0.013877765636328946,0.5,0.5,,,,,,,,,
632,144896,1264,0.016017192355027063,0.5,0.5,,,,,,,,,
633,145138,1266,0.01319522047923504,0.5,0.5,0.013313552138420693,1.0,1.0,,,,,,
634,145380,1268,0.016699084646956693,0.0,0.0,,,,,,,,,
635,145606,1270,0.0186655995763699,0.5,0.5,,,,,,,,,
636,145816,1272,0.013564179608151565,1.0,1.0,,,,,,,,,
637,146058,1274,0.012724388462687513,0.5,0.5,,,,,,,,,
638,146284,1276,0.0168286751339693,1.0,1.0,,,,,,,,,
639,146494,1278,0.01613426150729943,1.0,1.0,,,,,,,,,
640,146720,1280,0.013497105487311421,1.0,1.0,,,,,,,,,
641,146946,1282,0.015534939646820484,0.0,0.0,0.014501267750539063,0.0,0.0,,,,,,
642,147188,1284,0.014993622527516754,0.5,0.5,,,,,,,,,
643,147398,1286,0.012400402247050062,0.5,0.5,,,,,,,,,
644,147640,1288,0.017714764644832126,0.0,0.0,,,,,,,,,
645,147850,1290,0.016414904235803073,0.0,0.0,,,,,,,,,
646,148092,1292,0.012111073550332802,1.0,1.0,,,,,,,,,
647,148334,1294,0.014493388502648755,1.0,1.0,,,,,,,,,
648,148576,1296,0.012082092235659477,1.0,1.0,,,,,,,,,
649,148786,1298,0.015739418587208717,0.5,0.5,0.01988178428994478,0.5,0.5,,,,,,
650,148980,1300,0.012928319995941096,0.5,0.5,,,,,,,,,
651,149222,1302,0.015152956236796081,0.5,0.5,,,,,,,,,
652,149464,1304,0.015731386098758692,0.0,0.0,,,,,,,,,
653,149690,1306,0.013205104805114646,0.5,0.5,,,,,,,,,
654,149916,1308,0.017128532663910824,0.0,0.0,,,,,,,,,
655,150158,1310,0.01150881891895012,1.0,1.0,,,,,,,,,
656,150400,1312,0.016711909022408582,0.5,0.5,,,,,,,,,
657,150610,1314,0.017417742183066805,0.0,0.0,0.015233677337569262,0.5,0.5,,,,,,
658,150836,1316,0.01827835188047954,0.5,0.5,,,,,,,,,
659,151062,1318,0.01433191018992318,1.0,1.0,,,,,,,,,
660,151288,1320,0.016646450262912827,0.5,0.5,,,,,,,,,
661,151514,1322,0.015013719138032637,0.0,0.0,,,,,,,,,
662,151756,1324,0.012117896412634442,0.0,0.0,,,,,,,,,
663,151982,1326,0.01645780210020061,0.5,0.5,,,,,,,,,
664,152208,1328,0.010790433446652753,1.0,1.0,,,,,,,,,
665,152434,1330,0.016288423864531356,0.0,0.0,0.017582160245595533,0.5,0.5,,,,,,
666,152644,1332,0.017984756114591324,1.0,1.0,,,,,,,,,
667,152886,1334,0.015774882076634644,0.5,0.5,,,,,,,,,
668,153112,1336,0.015970805537175104,1.0,1.0,,,,,,,,,
669,153354,1338,0.01747576680523381,0.0,0.0,,,,,,,,,
670,153580,1340,0.013698411967219163,0.5,0.5,,,,,,,,,
671,153806,1342,0.017948219257296893,0.5,0.5,,,,,,,,,
672,154032,1344,0.019461278905656736,1.0,1.0,,,,,,,,,
